Posted_date,Job Title from List,Job Title,Company,Company Logo URL,Country,Location,Skills,Salary Info,Source
12/10/2024,DevOps Engineer,Daejeon Engineer Server Storage Security Solution Virtualization,Joo Tech Eye,company Logo,South Korea,Daejeon Seo-gu Map,"SE System Engineer, DevOps, Maintenance, Solutions, Cloud",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Recruitment for development and maintenance of our own solution system,Main data load,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
10/29/2024,DevOps Engineer,German automotive IT company Yongsan vehicle communication software engineer,Joovector Korea IT,company Logo,South Korea,"Map of telecommuting available in Yongsan-gu, Seoul","DevOps, Solutions, Technical Support, Python, C",N/A,saramin.co.kr
10/14/2024,DevOps Engineer,Solution Sales Job Openings for New and Experienced Employees,Junuricon,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","SE System Engineer, DevOps, Network, Maintenance, Solutions",N/A,saramin.co.kr
11/19/2024,DevOps Engineer,Presales Consulting Manager Recruitment Manager,"Bespin Global Co., Ltd.",company Logo,South Korea,"Map of Seocho-gu, Seoul","DevOps, Network, Infrastructure, Technical Support, Cloud",N/A,saramin.co.kr
10/14/2024,DevOps Engineer,CloudAWS Server System EngineerSETA Recruitment,Juware Point,company Logo,South Korea,"Map of Songpa-gu, Seoul","SE System Engineer, DevOps, Linux, Infrastructure, Cloud",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,Ai Startup JAVAㆍKotlinㆍReact Web Full Stack Experience Recruitment,Juiclave iclave,company Logo,South Korea,"Map of Seocho-gu, Seoul","SE System Engineer, DevOps, Maintenance, Solutions, Python",N/A,saramin.co.kr
11/01/2024,DevOps Engineer,SW Supply Chain Security Solutions Engineer Recruitment New Hire,Soft Flow Universe,company Logo,South Korea,"Map of places where telework is possible in Sujeong-gu, Seongnam-si, Gyeonggi-do","SE System Engineer, DevOps, Network, Maintenance, Solutions",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,Recruitment of new employees for production technology at Yusam Song,Yoo Sam Song,company Logo,South Korea,"Map of Changwon-si, Gyeongnam","DevOps, Process Engineer, Linux, Mechanical Design, Production Technology",N/A,saramin.co.kr
11/25/2024,DevOps Engineer,Recruitment by IT infrastructure server network security field,JUEST Holdings,company Logo,South Korea,"Map of Yeongtong-gu, Suwon-si, Gyeonggi-do","SE System Engineer, DevOps, Network, Maintenance, Infrastructure",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,Full-time famous education publishing company IT headquarters cloud construction AA recruitment,The main person is HS,company Logo,South Korea,"Map of Seoul Geumcheon-gu, Seoul, Gwanak-gu, Guro-gu, Yeongdeungpo-gu, Gyeonggi-do, Gyeonggi-do Gwacheon-si, Gimpo-si, Bucheon-si, Seongnam-si","SE System Engineer, Data Engineer, DevOps, Technical Support, Cloud",N/A,saramin.co.kr
11/26/2024,DevOps Engineer,Hiring IT DevOps Engineers,Jubisbi,company Logo,South Korea,"Map of Seocho-gu, Seoul","DevOps, Network, Linux, Infrastructure, Cloud",N/A,saramin.co.kr
11/18/2024,DevOps Engineer,Server Management Windows Linux IDC Server Engineer Recruitment,Jooai Net Hosting,company Logo,South Korea,"Map of Seocho-gu, Seoul","DevOps, Network, Linux, Maintenance, Technical Support",N/A,saramin.co.kr
11/01/2024,DevOps Engineer,SW Supply Chain Security Technology Sales Engineer Recruitment New Experience,Soft Flow Universe,company Logo,South Korea,"Map of places where telework is possible in Sujeong-gu, Seongnam-si, Gyeonggi-do","SE System Engineer, DevOps, Maintenance, Solutions, Python",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Optical Communication Information and Communication Quality Management and Network Engineer Recruitment,Joo Hye Sung Techwin,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Seongnam-si","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,IT server developer at a subsidiary of a large machinery manufacturing company,Jubibi Partners,company Logo,South Korea,"Map of Seocho-gu, Seoul","SE System Engineer, BI Engineer, DevOps, Network, Maintenance",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Metanet Platform Azure Engineer Career Recruitment,JumetaNet Platform,company Logo,South Korea,"Map of Jongno-gu, Seoul","DevOps, Network, Solutions, Cloud, AWS",N/A,saramin.co.kr
10/29/2024,DevOps Engineer,Regular Jamsil Cloud AWS Server System Engineer SETA Recruitment,Juware Point,company Logo,South Korea,"Map of Songpa-gu, Seoul","SE System Engineer, DevOps, Linux, Infrastructure, Cloud",N/A,saramin.co.kr
12/01/2024,DevOps Engineer,Front-end developer staff level,Hicompint,company Logo,South Korea,"Gyeonggi Goyang City, Gyeonggi Province","SE System Engineer, DevOps, Linux, Maintenance, Web Development",N/A,saramin.co.kr
11/22/2024,DevOps Engineer,Web Development Maintenance Career Hiring,"KK Tech Co., Ltd.",company Logo,South Korea,"The entire game, Anseong-si, Gyeonggi-do","SE System Engineer, DevOps, Network, Maintenance, Infrastructure",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,Information security manager at a company that signed a medical device licensing agreement with Daewoong Pharmaceutical,Jubibi Partners,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","Data Engineer, DevOps, Infrastructure, Data Analyst, Security Consulting",N/A,saramin.co.kr
12/10/2024,DevOps Engineer,Deep Learning Engineer Career Recruitment,Main character intelligence factory,company Logo,South Korea,"Jung-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Python, Data Analyst",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,System Control MonitoringOP New Hire,Jutiscientific,company Logo,South Korea,"Dongjak-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Wismedical Software Engineer Job Posting,Around Medical,company Logo,South Korea,"Map of places where you can work from home in Suji-gu, Yongin-si, Gyeonggi-do","Data Engineer, DevOps, Network, Cloud, Python",N/A,saramin.co.kr
12/10/2024,DevOps Engineer,TA AA SWA NA Career LG Group New SI Project,Fuel Host,company Logo,South Korea,"Map of Seoul Mapo-gu, Seoul, and Gyeonggi","SE System Engineer, Data Engineer, DevOps, Network, Linux",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Boramae Hospital Data Science Center Data Analysis Researcher Recruitment,Seoul Metropolitan City Boramae Hospital,company Logo,South Korea,"Map of Dongjak-gu, Seoul","Data Engineer, DevOps, Network, Solutions, Cloud",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Network Engineer,Jueximbay,company Logo,South Korea,"All of Seoul, Guro-gu, Seoul","SE System Engineer, DevOps, Network, Infrastructure, Cloud",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,Control Robot Team PLC Electrical Control Robot Engineer Recruitment Experience,Gyeonggi Industrial Complex,company Logo,South Korea,Gyeonggi Siheung City Map,"SE System Engineer, DevOps, Technical Engineer, Technical Design, PLC",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,ICT solution company DATA ISP consultant,Jumanpowerkorea,company Logo,South Korea,"Map of Gangseo-gu, Seoul","Data Engineer, DevOps, Network, Infrastructure, Solutions",N/A,saramin.co.kr
10/22/2024,DevOps Engineer,Security Solution DRM Maintenance Technical Support Engineer New Experience,Soft Camp Week,company Logo,South Korea,"Map of Gwacheon-si, Gyeonggi-do","SE System Engineer, DevOps, Linux, Maintenance, Solutions",N/A,saramin.co.kr
11/21/2024,DevOps Engineer,Harman Connected Services Software Engineer Kubernetes Automation,Yuhaman Connected Services Inc.,company Logo,South Korea,"Map of places where telecommuting is possible in Yeongtong-gu, Suwon-si, Gyeonggi-do","DevOps, Linux, Cloud, Python, AWS",N/A,saramin.co.kr
11/12/2024,DevOps Engineer,RD Research and Development Talent Recruitment BIZ English Conversational Ability,Joo Se-kyung Hi-Tech,company Logo,South Korea,"Gyeonggi Suwon-si Gwonseon-gu, Suwon-si map","SE System Engineer, DevOps, Technology Engineer, Process Engineer, Network",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,Yongsan location large corporation affiliated SI company vision AI engineer deputy manager level,Hans Consulting,company Logo,South Korea,"Map of Yongsan-gu, Seoul","DevOps, Cloud, Big Data, AI, Docker",N/A,saramin.co.kr
12/01/2024,DevOps Engineer,Front-end developer assistant level,Hicompint,company Logo,South Korea,"Gyeonggi Goyang City, Gyeonggi Province","SE System Engineer, DevOps, Linux, Maintenance, Web Development",N/A,saramin.co.kr
12/01/2024,DevOps Engineer,Front-end developer senior level,Hicompint,company Logo,South Korea,"Gyeonggi Goyang City, Gyeonggi Province","SE System Engineer, DevOps, Linux, Maintenance, Web Development",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,Deep Learning Engineer Career Recruitment,Main character intelligence factory,company Logo,South Korea,"Jung-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Python, Data Analyst",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,SW QA Test Engineer New Experience Recruitment Suwon Hwaseong Osan Pyeongtaek,Comesju,company Logo,South Korea,"Map of Giheung-gu, Yongin-si, Gyeonggi-do","DevOps, C, QA Tester, API, SW",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,2024 Korean Language and Computer New Hire Recruitment,Korean Language and Computer,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","SE System Engineer, DevOps, Linux, Maintenance, Infrastructure",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,NHN Enterprise MSP Engineer and Technical Account Manager,NHN stock,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","DevOps, Linux, Infrastructure, Technical Support, Cloud",N/A,saramin.co.kr
11/21/2024,DevOps Engineer,Atlassian DevOps Solutions Engineer,Juplatier,company Logo,South Korea,"All of Seoul, Songpa-gu, Seoul","SE System Engineer, DevOps, Linux, Infrastructure, Solutions",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,SQA Engineer Recruitment Cases,Comesju,company Logo,South Korea,"Map of Seoul Guro-gu, Gwanak-gu, Yangcheon-gu, Yeongdeungpo-gu, Gyeonggi Osan-si, Yongin-si Giheung-gu, Hwaseong-si","DevOps, C, C, Semiconductor, SQA",N/A,saramin.co.kr
12/06/2024,DevOps Engineer,IT company DP team solution engineer career recruitment,"ZION ITS Co., Ltd.",company Logo,South Korea,"Map of Seocho-gu, Seoul","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
11/28/2024,DevOps Engineer,Recruitment for Automation Performance Test Engineer,Comesju,company Logo,South Korea,"Map of Seoul Guro-gu, Gwanak-gu, Yangcheon-gu, Yeongdeungpo-gu, Gyeonggi Osan-si, Yongin-si Giheung-gu, Hwaseong-si","DevOps, Infrastructure, C, C, Semiconductor",N/A,saramin.co.kr
11/29/2024,DevOps Engineer,Cloud Project Execution Manager,Jumro,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Infrastructure, Cloud, Java",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,Hiring Engineers to Build Network Control Solutions,Jutiscientific,company Logo,South Korea,"Dongjak-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,Vatech Infrastructure Systems Engineer Developer,Jubatech,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Hwaseong-si","SE System Engineer, DevOps, Maintenance, Infrastructure, Cloud",N/A,saramin.co.kr
11/29/2024,DevOps Engineer,Jusolid Engineering Cloud Cloud Technology New and Experienced Recruitment,Jusolid Engineering,company Logo,South Korea,"Map of Daejeon Yuseong-gu, Daedeok-gu, Dong-gu, Seo-gu, Jung-gu, and Sejong Special Self-Governing City","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,Robotics Software Engineer,Juthor Drive,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Linux, Infrastructure, C",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Recruiting talent to grow into an IT2MAX SalesforceSFMC developer,Juaitumax,company Logo,South Korea,"Map of Mapo-gu, Seoul","SE System Engineer, DevOps, Maintenance, Solutions, Cloud",N/A,saramin.co.kr
12/08/2024,DevOps Engineer,Data Solutions Developer QA Engineer,JuHumantreeWorldwide,company Logo,South Korea,"Map of Mapo-gu, Seoul","SE System Engineer, DevOps, Network, Linux, Solutions",N/A,saramin.co.kr
12/06/2024,DevOps Engineer,Backend developer with experience in MSA with Spring Boot,Around Mobility,company Logo,South Korea,"Seoul Gwanak-gu, Seoul as a whole","SE System Engineer, DevOps, Maintenance, Infrastructure, Cloud",N/A,saramin.co.kr
11/28/2024,DevOps Engineer,T Map Mobility Data Organization Leader,"T Map Mobility Co., Ltd.",company Logo,South Korea,"Map of Jung-gu, Seoul","Data Engineer, DevOps, Infrastructure, Solutions, Technical Support",N/A,saramin.co.kr
11/07/2024,DevOps Engineer,Jusolid Engineering Cloud Sales and Sales Support New and Experienced,Jusolid Engineering,company Logo,South Korea,"Map of Daejeon Yuseong-gu, Daedeok-gu, Dong-gu, Seo-gu, Jung-gu, and Sejong Special Self-Governing City","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
12/06/2024,DevOps Engineer,op mid-sized kosdaq virtual ware seocho en 4 backup solution engineer,JHRL Global Network,company Logo,South Korea,"Map of Seocho-gu, Seoul","DevOps, Linux, Maintenance, Infrastructure, Solutions",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Engineer S Development of a famous semiconductor fabless SoC platform,Line search,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","DevOps, Technical Engineer, Linux, Python, Semiconductor",N/A,saramin.co.kr
10/28/2024,DevOps Engineer,Staff Engineer,Jurakuten Symphony Korea,company Logo,South Korea,"Map of Seocho-gu, Seoul","DevOps, Infrastructure, Solutions, Cloud, AWS",N/A,saramin.co.kr
11/29/2024,DevOps Engineer,Data Engineer Data Enginer,Korea Esri,company Logo,South Korea,Incheon Yeonsu-gu Map,"Data Engineer, DevOps, Python, Data Analyst, Data Visualization",N/A,saramin.co.kr
11/12/2024,DevOps Engineer,Cloud Engineer,Jurakuten Symphony Korea,company Logo,South Korea,"Map of Seocho-gu, Seoul","DevOps, Linux, Cloud, C, Docker",N/A,saramin.co.kr
11/22/2024,DevOps Engineer,Development and Operations Systems Engineer Experience,Junuri Media,company Logo,South Korea,"Map of Mapo-gu, Seoul","DevOps, Network, Infrastructure, Cloud, Python",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Network Engineer SDNACIDNA Career1620,Juringnet,company Logo,South Korea,"All of Seoul, Guro-gu, Seoul","SE System Engineer, DevOps, Network, Infrastructure, Solutions",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Network Engineer SDNACIDNA Career510,Juringnet,company Logo,South Korea,"All of Seoul, Guro-gu, Seoul","SE System Engineer, DevOps, Network, Infrastructure, Solutions",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Network Engineer SDNACIDNA Career1115,Juringnet,company Logo,South Korea,"All of Seoul, Guro-gu, Seoul","SE System Engineer, DevOps, Network, Infrastructure, Solutions",N/A,saramin.co.kr
10/24/2024,DevOps Engineer,Recruitment of IT development platform planner and designer,Comesju,company Logo,South Korea,Seoul Guro-gu Map,"DevOps, C, Webmaster, Graphic Design, Digital Design",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Private Cloud Team Lead Team Leader Global Game Company,JHRB Korea,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Recruiting 13 years of experience as a system engineer,Stock price data,company Logo,South Korea,"Gyeongnam whole, Gyeongnam Jinju city","SE System Engineer, DevOps, Linux, Infrastructure, Solutions",N/A,saramin.co.kr
11/14/2024,DevOps Engineer,Localization Engineer Junior,"Wearable AI Co., Ltd.",company Logo,South Korea,"Incheon Gyeyang-gu, Incheon as a whole","SE System Engineer, DevOps, Cloud, C, Data Analyst",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Recruitment in each field,Secureter stock,company Logo,South Korea,"Map of Sujeong-gu, Seongnam-si, Gyeonggi-do","DevOps, Network, Solutions, Technical Support, Cloud",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Renowned SoC Semiconductor Functional Safety Engineer S,Line search,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","DevOps, Technical Engineer, Linux, Python, Semiconductor",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,DeepXAI Semiconductor Software Engineer Permanent Recruitment 9 Positions,JudeepX,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","DevOps, Linux, Python, C, AIArtificial Intelligence",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,Development of a securities trading system server,Judau Technology,company Logo,South Korea,"Mapo-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,Simulation Software Engineer,Juthor Drive,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Infrastructure, C, Data Analyst",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,Castis 2024 2nd Half DevOps Developer New Experience Recruitment,Jucastize,company Logo,South Korea,"Map of Gwanak-gu, Seoul","SE System Engineer, DevOps, Network, Linux, Solutions",N/A,saramin.co.kr
11/08/2024,DevOps Engineer,IT Infra System Technical Support Career Recruitment,Topic: Technology,company Logo,South Korea,"Map of Gyeonggi Hwaseong-si, Suwon-si, Osan-si, and Pyeongtaek-si","SE System Engineer, DevOps, Maintenance, Solutions, Technical Support",N/A,saramin.co.kr
11/28/2024,DevOps Engineer,Hiring Backend Developers,Give me your advice,company Logo,South Korea,"Busan whole, Busan Haeundae-gu","SE System Engineer, DevOps, Maintenance, Infrastructure, Cloud",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,Kubernetes Kubernetes Engineer Job Posting,Jubeinex,company Logo,South Korea,"Map of Yeongdeungpo-gu, Seoul","DevOps, Infrastructure, Cloud, AWS, Docker",N/A,saramin.co.kr
12/10/2024,DevOps Engineer,Osan regular manufacturing machine vision engineer regular recruitment,The main person is HS,company Logo,South Korea,"Gyeonggi Osan City, Suwon City, Yongin City, Pyeongtaek City, Hwaseong City, National Map","DevOps, Solutions, Technical Support, Research, App Development",N/A,saramin.co.kr
11/11/2024,DevOps Engineer,C Embedded System SW Engineer Recruitment,Jubos Semiconductor,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","DevOps, Linux, Python, C, AWS",N/A,saramin.co.kr
